17,1950,8 189 290.65
17,1951,8 933 768.85
17,1952,8 730 454.33
17,1953,9 381 034.10
17,1954,10 307 180.77
17,1955,10 163 571.25
17,1956,12 369 539.00
17,1957,12 853 847.16
17,1958,14 853 645.21
17,1959,15 826 679.55
17,1960,15 342 030.02
17,1961,14 544 098.86
17,1962,16 296 018.98
17,1963,22 201 190.72
17,1964,22 410 034.03
17,1965,22 526 844.33
17,1966,22 390 694.04
17,1967,20 410 746.88
17,1968,21 786 114.35
17,1969,23 673 701.01
17,1970,26 345 327.19
17,1971,27 796 207.66
17,1972,29 199 820.40
17,1973,24 696 089.14
17,1974,29 621 028.08
17,1975,31 667 743.19
17,1976,30 463 534.11
17,1977,27 235 151.34
17,1978,24 680 515.93
17,1979,22 433 870.73
17,1980,21 683 817.23
17,1981,25 810 602.74
17,1982,22 654 540.60
17,1983,25 360 666.30
17,1984,30 415 684.68
17,1985,26 093 894.63
17,1986,25 465 650.30
17,1987,28 581 435.24
17,1988,27 262 247.96
17,1989,30 599 186.60
17,1990,44 433 125.98
17,1991,45 721 410.12
17,1992,44 460 527.24
17,1993,46 321 601.96
17,1994,47 570 515.60
17,1995,43 654 096.84
17,1996,50 232 646.04
17,1997,50 194 730.90
17,1998,55 647 327.58
17,1999,59 717 014.31
17,2000,66 853 861.79
17,2001,70 020 359.88
17,2002,70 477 175.99
17,2003,70 872 317.08
17,2004,66 546 676.14
17,2005,77 560 986.16
17,2006,71 030 476.51
