PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.1818582266569138 0.3385167121887207 0.2712962180376053 0.2638011381030083 0.3795460887253284
1998 0.2363487780094147 0.3528394699096680 0.2834336161613464 0.2851160503923893 0.3795460887253284
1999 0.2812932431697846 0.4613645076751709 0.3630094975233078 0.3616057336330414 0.3795460887253284
2000 0.2849363088607788 0.4761348366737366 0.3243229389190674 0.3506045540173848 0.3795460887253284
2001 0.2950253486633301 0.4575927257537842 0.3520467281341553 0.3560060312350591 0.3795460887253284
2002 0.2652204930782318 0.5951433181762695 0.4203551709651947 0.4202108134826024 0.3795460887253284
2003 0.2743068337440491 0.5451515316963196 0.4068636596202850 0.3917186781764031 0.3795460887253284
2004 0.2761562764644623 0.4823376238346100 0.3499970138072968 0.3719401036699613 0.3795460887253284
2005 0.3007192015647888 0.5558643341064453 0.3625710159540176 0.3939766883850098 0.3795460887253284
2006 0.3067997097969055 0.5419191122055054 0.4214335829019547 0.4237685054540634 0.3795460887253284
2007 0.3311125338077545 0.5308186411857605 0.3942407071590424 0.4053737893700600 0.3795460887253284
2008 0.3203124403953552 0.5822477340698242 0.4129950702190399 0.4302250420053800 0.3795460887253284
2009 0.3371365666389465 0.5259350538253784 0.3937014937400818 0.4012624522050222 0.3795460887253284
2010 0.3102259337902069 0.4682474732398987 0.3661740124225617 0.3794428780674934 0.3795460887253284
2011 0.3120107948780060 0.4878195524215698 0.3868607580661774 0.3864472409089406 0.3795460887253284
2012 0.2443068027496338 0.5025531649589539 0.3615183681249619 0.3562432974576950 0.3795460887253284
2013 0.3365474641323090 0.7480747103691101 0.4455367177724838 0.4745405117670695 0.3795460887253284
