PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.3996714353561401 7.926592350006104 1.056901454925537 2.129840393861135 1.310776118291359
1998 1.022727251052856 3.262518405914307 1.176830053329468 1.476819793383281 1.310776118291359
1999 0.6152749061584473 5.869669914245606 1.099336266517639 1.776983290910721 1.310776118291359
2000 0.5045262575149536 4.890554904937744 1.115893483161926 1.435114045937856 1.310776118291359
2001 0.3729413747787476 4.649961471557617 0.9701691865921021 1.451668169763353 1.310776118291359
2002 0.3070781230926514 3.176787614822388 0.8796845674514771 1.165565305285984 1.310776118291359
2003 0.2672649919986725 4.441393852233887 0.9872484505176544 1.210744014382363 1.310776118291359
2004 0.3427806198596954 3.992746114730835 0.9350753426551819 1.192081990838051 1.310776118291359
2005 0.2703380286693573 2.891553401947022 1.025650739669800 1.134557279944420 1.310776118291359
2006 0.3516339063644409 1.921943902969360 1.003019034862518 0.9854597091674805 1.310776118291359
2007 0.3226610124111176 4.053312778472900 1.076311230659485 1.247548639774323 1.310776118291359
2008 0.3407324552536011 4.702169418334961 1.023463547229767 1.359676364064217 1.310776118291359
2009 0.3456138670444489 4.590798377990723 1.201446592807770 1.349014398455620 1.310776118291359
2010 0.5661707520484924 3.403300285339356 1.029745459556580 1.190184426307678 1.310776118291359
2011 0.3778185844421387 2.794560670852661 1.036403119564056 1.124177327752113 1.310776118291359
2012 0.3843665719032288 5.320985317230225 1.155118942260742 1.407070720195770 1.310776118291359
2013 0.2831312417984009 1.238939285278320 0.5323410183191299 0.6466881409287453 1.310776118291359
