PERIOD MIN MAX MED MEAN PERIOD_MEAN
1997 0.2550273537635803 0.4433513283729553 0.2970887124538422 0.3252538919448852 0.3326391862157513
1998 0.2570097148418427 0.3893565833568573 0.2865603715181351 0.2994501814246178 0.3326391862157513
1999 0.2474339008331299 0.4550634026527405 0.3203230351209641 0.3214218715826671 0.3326391862157513
2000 0.2363620549440384 0.3898621499538422 0.3143398910760880 0.3179594340423743 0.3326391862157513
2001 0.2569669783115387 0.4249886274337769 0.3052498996257782 0.3161091034611066 0.3326391862157513
2002 0.2474730312824249 0.3753437697887421 0.2806250452995300 0.2934117118517558 0.3326391862157513
2003 0.2652431428432465 0.4597047865390778 0.3429438471794128 0.3449650133649508 0.3326391862157513
2004 0.2696923613548279 0.4235325455665588 0.3362696915864945 0.3333394080400467 0.3326391862157513
2005 0.2764323353767395 0.4294618070125580 0.3551193922758102 0.3462115774552028 0.3326391862157513
2006 0.2751134932041168 0.4033245742321014 0.3301592767238617 0.3318442329764366 0.3326391862157513
2007 0.3049684464931488 0.4290805160999298 0.3662637025117874 0.3627658834060033 0.3326391862157513
2008 0.2672587633132935 0.4139270484447479 0.3357547372579575 0.3433493375778198 0.3326391862157513
2009 0.2865407168865204 0.4534953236579895 0.3617970496416092 0.3626313979427020 0.3326391862157513
2010 0.3034519553184509 0.4315601289272308 0.3410345762968063 0.3480641295512517 0.3326391862157513
2011 0.2677234113216400 0.4142870903015137 0.3645704686641693 0.3520962695280711 0.3326391862157513
2012 0.2919240593910217 0.4688114523887634 0.3251506090164185 0.3444977874557177 0.3326391862157513
2013 0.2253577411174774 0.4237441718578339 0.3064359873533249 0.3114949340621631 0.3326391862157513
