LME,LME_NUM,YEAR,MEAN
IBERIAN_COASTAL,25,1998,0.5295
IBERIAN_COASTAL,25,1999,0.5286
IBERIAN_COASTAL,25,2000,0.4822
IBERIAN_COASTAL,25,2001,0.4879
IBERIAN_COASTAL,25,2002,0.4785
IBERIAN_COASTAL,25,2003,0.4344
IBERIAN_COASTAL,25,2004,0.4473
IBERIAN_COASTAL,25,2005,0.4718
IBERIAN_COASTAL,25,2006,0.4714
IBERIAN_COASTAL,25,2007,0.4891
IBERIAN_COASTAL,25,2008,0.4559
IBERIAN_COASTAL,25,2009,0.5144
IBERIAN_COASTAL,25,2010,0.5017
IBERIAN_COASTAL,25,2011,0.4734
IBERIAN_COASTAL,25,2012,0.4427
IBERIAN_COASTAL,25,2013,0.4622
