Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,2,14,0
1951,0,0,3,16,0
1952,0,0,3,17,0
1953,0,0,3,17,0
1954,0,0,2,24,0
1955,0,0,2,24,0
1956,0,0,1,24,0
1957,0,0,1,24,0
1958,0,1,2,23,0
1959,0,1,2,25,0
1960,0,1,1,32,0
1961,0,1,5,29,0
1962,0,1,6,34,0
1963,0,1,5,39,0
1964,0,1,8,36,0
1965,0,1,9,43,0
1966,0,1,11,42,0
1967,1,3,11,38,0
1968,1,5,10,37,0
1969,1,6,11,39,0
1970,1,8,11,44,0
1971,2,9,11,42,0
1972,2,11,13,45,0
1973,4,11,14,44,0
1974,4,13,14,50,0
1975,9,16,9,43,0
1976,11,16,12,39,0
1977,16,11,12,41,1
1978,12,18,7,40,2
1979,13,16,7,44,2
1980,14,17,14,37,1
1981,17,15,11,40,1
1982,16,17,10,36,2
1983,18,16,7,38,2
1984,20,14,11,36,2
1985,17,18,14,32,3
1986,17,14,19,30,4
1987,16,16,18,30,7
1988,11,16,22,31,7
1989,13,14,22,27,8
1990,12,15,31,21,5
1991,10,17,30,21,4
1992,8,21,28,20,5
1993,11,20,23,18,7
1994,16,21,17,19,8
1995,18,16,21,18,5
1996,16,17,24,16,5
1997,11,21,23,14,5
1998,13,18,23,16,4
1999,13,21,22,15,5
2000,13,22,19,17,5
2001,19,23,21,12,5
2002,22,19,23,10,6
2003,17,19,26,10,8
2004,19,19,23,9,10
2005,17,18,26,8,9
2006,18,19,20,8,12
2007,22,18,21,6,11
2008,21,21,19,5,10
2009,20,22,16,5,13
2010,22,23,16,5,13
