Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,7,68,0
1951,0,0,6,71,0
1952,0,0,6,69,0
1953,0,1,7,70,0
1954,0,0,10,71,0
1955,0,1,9,70,0
1956,0,1,10,68,0
1957,0,1,12,67,0
1958,0,1,17,75,0
1959,0,1,17,73,0
1960,1,1,13,80,0
1961,0,2,17,76,0
1962,1,2,15,80,0
1963,1,3,17,75,0
1964,0,4,19,80,0
1965,0,5,22,79,0
1966,1,5,22,80,0
1967,2,6,24,84,0
1968,2,5,25,84,0
1969,3,7,21,86,0
1970,2,4,16,97,0
1971,3,3,16,96,0
1972,4,5,19,98,0
1973,7,4,16,98,0
1974,6,9,19,96,2
1975,7,8,17,100,2
1976,8,6,22,94,2
1977,9,11,20,92,2
1978,8,9,21,95,2
1979,8,9,20,95,2
1980,9,8,21,95,3
1981,9,10,15,97,3
1982,7,8,26,91,4
1983,8,10,34,80,4
1984,9,9,35,80,4
1985,12,8,40,72,1
1986,9,4,47,65,3
1987,8,5,51,63,6
1988,8,7,44,67,6
1989,10,10,50,63,4
1990,9,12,48,61,5
1991,9,14,51,58,5
1992,7,13,61,51,5
1993,8,18,57,50,5
1994,9,18,62,46,4
1995,9,13,65,45,5
1996,10,16,64,50,6
1997,11,20,61,51,4
1998,13,20,61,48,4
1999,11,27,53,51,8
2000,12,29,53,47,7
2001,13,29,54,47,6
2002,10,33,52,43,13
2003,12,34,51,41,11
2004,11,35,49,39,11
2005,15,27,58,33,10
2006,16,25,70,24,12
2007,18,35,60,16,13
2008,21,32,59,16,14
2009,18,34,59,13,21
2010,19,34,57,13,23
