Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,1,0
1951,0,0,0,1,0
1952,0,0,0,2,0
1953,0,0,0,3,0
1954,0,0,0,10,0
1955,0,0,1,9,0
1956,0,0,1,9,0
1957,0,0,0,10,0
1958,0,0,0,11,0
1959,0,0,0,11,0
1960,0,0,0,18,0
1961,0,0,2,17,0
1962,0,0,3,17,0
1963,0,0,3,20,0
1964,0,0,4,21,0
1965,0,0,5,24,0
1966,0,0,7,23,0
1967,0,0,7,23,0
1968,0,1,5,20,0
1969,0,0,4,26,0
1970,0,2,2,28,0
1971,1,3,2,26,0
1972,0,3,4,30,0
1973,1,5,3,36,0
1974,0,6,1,37,0
1975,1,5,6,35,0
1976,1,5,7,34,0
1977,1,5,13,29,0
1978,0,10,12,26,0
1979,2,8,7,31,0
1980,4,5,20,19,0
1981,4,8,15,21,0
1982,5,12,8,22,0
1983,4,15,8,20,1
1984,3,13,10,21,2
1985,2,12,14,18,3
1986,3,12,15,16,3
1987,3,13,14,17,2
1988,3,12,18,12,4
1989,4,12,7,17,0
1990,2,13,9,14,2
1991,1,15,12,14,2
1992,1,16,11,14,2
1993,3,16,11,13,1
1994,1,18,10,12,3
1995,1,15,13,12,3
1996,0,13,14,10,2
1997,2,15,11,11,1
1998,2,13,18,7,0
1999,3,12,17,8,0
2000,4,12,13,10,1
2001,3,12,19,6,1
2002,4,10,21,4,1
2003,3,12,20,4,1
2004,3,11,22,3,1
2005,2,13,19,3,3
2006,5,20,9,3,3
2007,8,19,8,2,1
2008,8,20,7,2,1
2009,8,19,7,2,1
2010,10,17,8,2,1
