Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,1,14,0
1951,0,0,1,14,0
1952,0,0,2,14,0
1953,0,0,2,15,0
1954,0,0,2,20,0
1955,0,0,2,20,0
1956,0,0,1,21,0
1957,0,0,1,22,0
1958,0,0,1,22,0
1959,0,0,1,22,0
1960,0,0,1,23,0
1961,0,0,3,21,0
1962,0,0,3,21,0
1963,0,0,2,25,0
1964,0,0,4,24,0
1965,0,0,3,30,0
1966,0,0,5,29,0
1967,0,1,5,30,0
1968,0,1,4,26,0
1969,0,1,4,30,0
1970,0,1,4,30,0
1971,0,1,2,32,0
1972,0,1,4,36,0
1973,0,2,4,35,0
1974,0,2,3,36,0
1975,1,1,3,35,0
1976,1,1,7,35,0
1977,2,1,9,34,0
1978,2,5,7,34,0
1979,4,4,7,31,0
1980,3,3,13,32,1
1981,5,3,10,38,1
1982,4,5,5,38,1
1983,3,6,8,33,1
1984,7,3,8,35,1
1985,8,4,9,34,1
1986,5,3,8,36,1
1987,6,4,9,38,3
1988,5,4,10,38,3
1989,5,6,9,37,2
1990,10,3,12,33,1
1991,6,4,17,27,2
1992,5,9,10,30,3
1993,4,7,13,27,5
1994,5,6,17,32,4
1995,8,8,16,26,5
1996,7,8,17,25,5
1997,8,13,16,23,5
1998,11,11,16,24,6
1999,13,9,18,24,6
2000,10,11,31,31,6
2001,11,12,36,25,6
2002,15,11,38,21,5
2003,8,14,35,19,8
2004,13,15,31,18,10
2005,16,15,33,15,10
2006,13,16,35,13,11
2007,12,16,36,8,9
2008,15,17,34,8,8
2009,14,17,34,7,10
2010,15,14,37,7,12
