Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,4,12,0
1951,0,0,2,14,0
1952,0,0,1,23,0
1953,0,0,1,23,0
1954,0,0,4,21,0
1955,0,0,5,22,0
1956,0,0,5,21,0
1957,0,0,7,18,0
1958,0,0,3,23,0
1959,0,0,2,24,0
1960,0,0,4,24,0
1961,0,0,2,27,0
1962,0,0,6,23,0
1963,0,0,3,25,0
1964,0,0,6,23,0
1965,0,0,6,24,0
1966,0,1,7,21,0
1967,0,0,11,18,0
1968,0,1,9,21,0
1969,0,1,8,21,0
1970,0,2,5,25,0
1971,0,4,3,26,0
1972,0,3,5,24,0
1973,0,4,0,26,0
1974,0,4,2,28,0
1975,0,5,1,29,0
1976,1,4,3,29,0
1977,1,4,6,26,0
1978,2,3,7,26,0
1979,3,3,2,30,0
1980,2,3,8,25,1
1981,2,2,10,24,0
1982,2,4,10,23,0
1983,2,4,9,24,1
1984,1,4,6,26,2
1985,1,5,14,17,2
1986,1,5,14,17,2
1987,1,5,18,14,1
1988,1,4,19,14,1
1989,2,5,14,17,2
1990,2,4,16,16,2
1991,1,5,14,18,3
1992,4,8,11,16,1
1993,4,9,11,14,2
1994,5,8,14,13,1
1995,5,7,15,10,3
1996,5,8,16,11,2
1997,5,7,14,8,3
1998,4,10,10,8,4
1999,3,14,10,5,4
2000,2,13,13,8,4
2001,5,10,13,8,3
2002,7,9,14,7,1
2003,6,9,14,5,5
2004,4,13,13,6,5
2005,8,11,12,6,4
2006,7,10,12,6,6
2007,5,11,9,6,7
2008,5,12,8,6,6
2009,6,11,8,6,7
2010,7,11,8,6,6
