Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,34,0
1951,0,0,0,33,0
1952,0,0,0,34,0
1953,0,0,0,34,0
1954,0,0,0,35,0
1955,0,0,0,37,0
1956,0,0,0,37,0
1957,0,0,1,40,0
1958,0,0,1,41,0
1959,0,0,2,45,0
1960,0,0,3,47,0
1961,0,1,5,45,0
1962,0,0,12,55,0
1963,0,2,10,53,0
1964,0,2,7,59,0
1965,1,4,4,59,0
1966,1,4,7,64,0
1967,1,6,5,64,0
1968,2,5,7,65,0
1969,1,7,6,65,0
1970,1,5,22,57,0
1971,0,5,22,58,1
1972,2,4,22,67,1
1973,2,4,29,62,1
1974,3,5,34,61,1
1975,4,9,27,60,1
1976,7,13,26,51,1
1977,5,16,30,57,1
1978,6,18,29,59,1
1979,7,21,27,54,1
1980,10,22,23,55,1
1981,12,29,19,52,2
1982,10,31,27,50,2
1983,8,31,27,53,4
1984,14,33,23,54,3
1985,12,26,34,50,6
1986,19,31,25,46,6
1987,17,32,30,44,5
1988,19,32,33,38,6
1989,20,34,31,34,6
1990,18,30,37,35,7
1991,19,39,27,36,7
1992,24,36,29,34,6
1993,22,38,23,37,8
1994,29,34,21,37,6
1995,28,31,26,41,9
1996,25,29,34,33,12
1997,31,31,25,36,14
1998,32,31,25,34,16
1999,27,33,30,27,17
2000,27,31,34,23,20
2001,30,31,34,26,18
2002,32,33,31,23,21
2003,34,31,34,23,22
2004,45,27,35,19,19
2005,52,30,28,17,18
2006,47,30,27,14,24
2007,42,24,35,9,25
2008,41,25,35,8,27
2009,41,28,33,8,26
2010,42,28,35,8,25
