Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,3,116,0
1951,0,0,5,123,0
1952,0,0,6,122,0
1953,0,0,8,121,0
1954,0,0,12,118,0
1955,1,1,16,118,0
1956,0,2,19,117,0
1957,0,3,21,116,0
1958,1,2,23,122,0
1959,1,1,26,120,0
1960,1,1,25,121,0
1961,1,2,32,116,0
1962,1,3,25,121,0
1963,1,4,30,123,0
1964,1,7,27,124,0
1965,2,10,22,125,0
1966,1,10,30,121,0
1967,0,11,29,124,0
1968,0,13,35,119,0
1969,2,10,37,120,0
1970,1,15,36,139,0
1971,1,16,35,140,0
1972,0,23,34,135,0
1973,2,19,42,130,0
1974,2,21,46,126,0
1975,2,22,49,122,0
1976,2,22,53,119,0
1977,5,33,49,112,0
1978,7,33,45,116,0
1979,25,31,25,120,0
1980,25,30,24,119,1
1981,24,35,27,112,1
1982,24,32,30,112,1
1983,23,31,31,111,3
1984,24,31,29,113,3
1985,25,34,29,110,2
1986,27,30,34,107,2
1987,23,31,41,99,4
1988,21,33,42,97,5
1989,24,27,51,92,7
1990,28,31,50,86,6
1991,22,35,52,83,9
1992,26,36,53,78,8
1993,24,40,58,69,10
1994,25,45,63,61,9
1995,25,42,61,62,13
1996,25,42,59,65,12
1997,24,37,74,56,14
1998,36,27,71,51,11
1999,33,32,69,51,12
2000,36,36,64,51,15
2001,40,31,75,42,13
2002,41,29,75,40,15
2003,40,27,83,37,14
2004,41,32,75,38,16
2005,43,28,85,34,13
2006,41,25,87,31,14
2007,37,26,75,26,16
2008,36,31,68,24,19
2009,35,37,60,24,21
2010,35,31,66,24,20
