Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,3,29,0
1951,0,0,3,42,0
1952,0,0,3,51,0
1953,0,0,3,50,0
1954,0,0,5,49,0
1955,0,0,6,50,0
1956,0,0,5,52,0
1957,0,0,8,48,0
1958,0,0,4,53,0
1959,0,0,4,52,0
1960,0,0,5,52,0
1961,0,1,3,57,0
1962,0,0,6,55,0
1963,0,0,5,55,0
1964,0,0,5,54,0
1965,1,1,5,53,0
1966,1,2,4,52,0
1967,1,1,11,46,0
1968,1,2,10,49,0
1969,2,1,7,51,0
1970,1,3,5,56,0
1971,2,4,2,58,0
1972,2,3,3,57,0
1973,2,4,0,57,0
1974,3,4,0,55,0
1975,2,5,0,64,0
1976,3,4,2,65,0
1977,4,3,5,64,0
1978,3,4,6,62,1
1979,3,4,2,67,2
1980,3,4,7,61,1
1981,3,3,8,62,1
1982,3,3,9,60,3
1983,2,6,6,62,3
1984,1,7,5,63,2
1985,1,7,9,59,1
1986,2,9,12,54,1
1987,3,6,17,51,1
1988,3,6,18,49,2
1989,3,6,17,49,3
1990,3,6,17,49,3
1991,3,5,20,47,4
1992,6,8,15,47,2
1993,7,8,17,45,1
1994,7,8,23,40,1
1995,5,6,26,36,6
1996,6,8,25,37,4
1997,8,9,25,32,5
1998,8,12,20,34,5
1999,3,13,33,16,6
2000,5,15,36,17,4
2001,9,13,34,17,4
2002,9,14,38,13,2
2003,7,13,37,12,7
2004,7,16,35,12,7
2005,8,14,36,11,7
2006,7,14,36,11,8
2007,7,14,34,9,8
2008,7,19,30,9,7
2009,9,17,30,9,7
2010,9,18,28,9,7
