Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,1,2,0
1951,0,0,1,2,0
1952,0,0,1,2,0
1953,0,0,1,2,0
1954,0,0,1,15,0
1955,0,0,2,18,0
1956,0,0,3,17,0
1957,0,0,2,19,0
1958,0,0,4,16,0
1959,0,1,5,15,0
1960,0,2,3,17,0
1961,0,2,2,19,0
1962,0,2,2,18,0
1963,0,2,5,18,0
1964,0,3,6,26,0
1965,0,3,7,25,0
1966,0,4,4,27,0
1967,0,3,7,26,0
1968,0,6,9,29,0
1969,0,6,9,28,0
1970,0,7,7,30,0
1971,1,7,8,29,0
1972,2,4,9,31,0
1973,2,5,9,32,0
1974,2,7,8,36,0
1975,2,9,7,35,0
1976,4,6,5,34,0
1977,5,5,6,32,0
1978,4,6,12,27,0
1979,5,7,10,25,0
1980,6,5,13,22,0
1981,4,4,17,18,2
1982,3,2,17,15,0
1983,5,5,11,15,0
1984,6,7,8,18,0
1985,9,5,10,17,1
1986,8,4,10,17,1
1987,6,4,11,18,1
1988,2,6,13,16,2
1989,3,4,15,15,3
1990,6,7,17,9,2
1991,5,6,17,9,3
1992,7,7,14,12,2
1993,5,8,13,11,4
1994,6,7,15,10,2
1995,8,5,13,12,3
1996,7,6,18,7,3
1997,8,8,15,6,3
1998,8,8,14,10,3
1999,7,10,17,6,3
2000,8,9,15,8,4
2001,9,9,16,7,3
2002,10,10,12,9,4
2003,10,13,9,8,4
2004,10,13,12,5,3
2005,11,12,11,6,3
2006,11,12,11,6,3
2007,11,6,13,5,4
2008,10,5,14,4,6
2009,9,6,13,4,6
2010,9,6,13,4,6
