Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,5,2,0
1951,0,0,5,2,0
1952,0,0,5,2,0
1953,0,0,5,2,0
1954,0,0,6,1,0
1955,0,0,6,1,0
1956,0,0,6,2,0
1957,0,0,6,2,0
1958,0,0,7,1,0
1959,0,0,7,1,0
1960,0,0,7,0,0
1961,0,0,7,1,0
1962,0,0,7,1,0
1963,0,0,4,0,0
1964,0,0,4,0,0
1965,0,0,4,0,0
1966,0,0,4,0,0
1967,0,0,4,0,0
1968,0,0,4,1,0
1969,0,0,4,1,0
1970,0,0,4,1,0
1971,0,0,4,1,0
1972,1,1,4,0,0
1973,0,4,0,1,0
1974,0,4,0,1,0
1975,1,4,0,1,0
1976,1,4,0,1,0
1977,1,4,0,1,0
1978,0,4,0,1,0
1979,0,4,0,1,0
1980,0,4,0,1,0
1981,0,4,0,1,0
1982,0,4,0,1,0
1983,0,4,0,1,0
1984,0,4,0,1,0
1985,0,4,0,1,0
1986,0,4,0,1,0
1987,0,4,0,1,0
1988,0,4,0,1,0
1989,0,4,0,1,0
1990,1,4,0,1,0
1991,0,4,0,1,0
1992,0,4,1,0,0
1993,0,5,0,0,0
1994,0,5,0,0,0
1995,0,5,0,0,0
1996,0,5,0,0,0
1997,0,5,0,0,0
1998,0,5,0,0,0
1999,0,5,0,0,0
2000,0,5,0,0,0
2001,0,5,0,0,0
2002,0,5,0,0,0
2003,0,5,0,0,0
2004,0,5,0,0,0
2005,0,5,0,0,0
2006,0,5,0,0,0
2007,0,1,0,0,0
2008,0,1,0,0,0
2009,0,1,0,0,0
2010,0,2,0,0,0
