Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,5,35,0
1951,0,0,5,34,0
1952,0,0,4,34,0
1953,0,0,5,36,0
1954,0,0,5,35,0
1955,0,1,5,35,0
1956,0,1,6,34,0
1957,0,2,5,35,0
1958,1,2,5,46,0
1959,0,3,5,44,0
1960,1,2,6,44,0
1961,0,3,11,39,0
1962,0,3,11,43,0
1963,0,2,15,39,0
1964,0,3,16,43,0
1965,0,3,20,42,0
1966,1,3,18,43,0
1967,1,3,23,43,0
1968,2,6,22,42,0
1969,2,6,23,40,0
1970,4,1,7,25,0
1971,5,1,8,23,0
1972,2,3,5,27,0
1973,3,4,3,21,0
1974,3,4,4,26,0
1975,4,4,5,25,0
1976,8,4,6,28,0
1977,8,4,4,30,1
1978,11,2,7,26,0
1979,7,2,17,21,1
1980,10,6,9,22,1
1981,10,7,8,21,0
1982,10,5,12,20,0
1983,9,4,13,20,0
1984,10,5,14,19,1
1985,9,6,19,13,1
1986,12,10,10,12,0
1987,9,12,12,12,0
1988,12,10,10,13,0
1989,13,11,11,15,1
1990,16,10,9,11,1
1991,16,14,3,12,1
1992,15,12,8,12,1
1993,18,12,6,10,0
1994,22,11,7,10,4
1995,20,10,7,11,4
1996,22,10,5,10,3
1997,24,12,4,10,4
1998,22,8,8,8,5
1999,26,8,4,9,7
2000,22,9,6,7,10
2001,23,5,5,10,8
2002,26,7,5,8,6
2003,22,5,7,7,6
2004,24,6,5,6,7
2005,28,6,7,5,8
2006,19,9,22,5,20
2007,19,7,26,3,15
2008,19,9,22,3,17
2009,18,10,20,3,18
2010,22,10,20,3,16
