Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,36,0
1951,0,0,0,36,0
1952,0,0,0,37,0
1953,0,0,1,36,0
1954,0,0,1,36,0
1955,0,0,1,36,0
1956,0,0,1,37,0
1957,1,0,0,43,0
1958,1,0,0,43,0
1959,1,0,1,44,0
1960,1,0,2,44,0
1961,1,0,2,43,0
1962,1,0,2,48,0
1963,1,0,3,49,0
1964,1,0,3,49,0
1965,1,0,3,49,0
1966,1,0,3,50,0
1967,1,0,5,49,0
1968,1,0,3,51,0
1969,1,1,3,73,0
1970,1,1,2,75,0
1971,1,1,3,74,0
1972,1,0,6,74,0
1973,1,1,6,73,0
1974,1,1,8,71,0
1975,1,2,6,72,0
1976,1,1,5,74,0
1977,1,1,9,70,0
1978,2,4,1,74,0
1979,2,3,5,71,0
1980,2,3,34,42,0
1981,2,17,10,53,0
1982,2,17,13,50,0
1983,3,13,14,52,0
1984,2,18,13,49,0
1985,1,16,20,45,0
1986,1,18,22,40,0
1987,2,22,21,38,0
1988,2,20,26,34,0
1989,4,17,27,34,0
1990,3,19,29,31,0
1991,4,21,29,28,0
1992,3,22,31,26,0
1993,4,26,29,23,0
1994,3,22,31,26,1
1995,3,24,28,26,1
1996,3,20,34,25,1
1997,4,21,31,25,1
1998,4,22,38,17,1
1999,4,25,36,16,1
2000,5,24,37,15,1
2001,7,26,34,14,1
2002,8,25,34,12,2
2003,10,24,34,11,2
2004,8,25,32,11,6
2005,5,25,35,10,7
2006,7,24,31,9,6
2007,8,26,28,9,6
2008,8,23,31,9,6
2009,8,19,36,9,5
2010,0,0,0,0,0
