Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,46,0
1951,0,0,2,45,0
1952,0,0,2,46,0
1953,0,0,4,45,0
1954,0,0,6,43,0
1955,0,0,11,38,0
1956,0,0,11,41,0
1957,0,0,15,37,0
1958,0,0,15,37,0
1959,0,0,13,39,0
1960,0,0,12,42,0
1961,0,0,13,43,0
1962,0,0,12,44,0
1963,0,1,15,41,0
1964,0,4,9,42,0
1965,0,3,16,38,0
1966,0,3,15,39,0
1967,0,5,15,38,0
1968,1,4,19,36,0
1969,1,4,22,32,0
1970,0,7,21,39,0
1971,2,6,18,42,0
1972,1,8,18,39,0
1973,1,5,24,37,0
1974,1,11,22,34,0
1975,2,9,23,34,0
1976,3,13,19,35,0
1977,2,15,16,36,0
1978,3,13,18,29,0
1979,5,14,20,27,0
1980,3,16,19,24,0
1981,4,17,19,23,0
1982,4,16,22,27,0
1983,4,19,19,25,0
1984,4,17,23,23,2
1985,5,18,24,21,2
1986,4,15,25,23,2
1987,3,18,22,23,3
1988,4,23,17,24,1
1989,11,14,18,17,3
1990,9,15,18,19,3
1991,15,17,10,20,3
1992,15,19,16,16,3
1993,20,17,18,14,2
1994,17,18,14,18,5
1995,23,16,13,17,4
1996,15,17,16,18,8
1997,21,17,10,21,4
1998,28,15,8,19,5
1999,25,13,12,19,8
2000,21,14,12,19,11
2001,26,13,9,18,9
2002,9,18,14,16,19
2003,14,14,20,13,17
2004,15,14,15,13,20
2005,15,13,15,14,20
2006,13,13,19,12,20
2007,13,10,15,10,17
2008,15,10,14,10,15
2009,12,8,18,10,16
2010,16,7,19,10,14
