Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,2,59,0
1951,0,0,1,68,0
1952,0,0,1,68,0
1953,0,0,1,68,0
1954,0,0,1,68,0
1955,0,0,1,69,0
1956,0,0,1,68,0
1957,0,0,1,69,0
1958,1,0,0,74,0
1959,1,0,0,75,0
1960,1,0,2,74,0
1961,1,0,3,74,0
1962,1,0,3,74,0
1963,1,0,4,83,0
1964,1,0,6,82,0
1965,1,0,6,83,0
1966,1,0,8,84,0
1967,1,0,8,85,0
1968,1,0,13,82,0
1969,1,1,10,86,0
1970,1,5,11,105,0
1971,1,4,18,102,0
1972,1,6,13,104,0
1973,2,4,15,103,0
1974,2,4,22,95,0
1975,2,5,19,98,0
1976,2,7,16,102,0
1977,3,9,21,95,0
1978,4,10,24,90,0
1979,6,12,15,96,0
1980,8,9,17,94,0
1981,5,13,21,87,1
1982,6,9,27,86,1
1983,5,12,28,83,1
1984,7,10,26,86,0
1985,7,11,24,85,0
1986,7,11,29,80,0
1987,6,8,32,78,2
1988,6,8,34,75,3
1989,7,8,37,73,3
1990,9,12,32,73,2
1991,7,13,34,71,2
1992,9,14,44,58,2
1993,10,9,54,50,2
1994,8,15,61,41,2
1995,9,15,60,40,2
1996,8,16,58,42,3
1997,9,21,56,38,3
1998,11,21,58,34,3
1999,9,22,63,29,6
2000,10,28,60,28,5
2001,9,18,72,24,7
2002,10,19,71,23,6
2003,9,23,71,21,5
2004,10,31,64,20,5
2005,11,27,68,17,6
2006,9,25,71,16,8
2007,9,25,62,15,7
2008,7,28,57,15,11
2009,7,32,54,15,10
2010,7,25,62,15,9
