Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,4,38,0
1951,0,1,3,37,0
1952,0,1,4,36,0
1953,0,1,4,38,0
1954,0,1,7,37,0
1955,1,0,7,34,0
1956,1,0,7,34,0
1957,1,0,13,28,0
1958,1,1,10,32,0
1959,1,3,10,32,0
1960,1,5,6,35,0
1961,1,4,7,41,0
1962,1,5,11,38,0
1963,1,5,10,39,0
1964,1,6,11,41,0
1965,1,7,9,41,0
1966,1,5,12,44,0
1967,0,8,11,45,0
1968,1,5,15,43,0
1969,0,6,11,46,0
1970,0,7,11,44,0
1971,2,6,9,47,0
1972,3,6,11,42,0
1973,3,8,14,39,0
1974,7,8,11,41,0
1975,6,8,8,45,1
1976,8,7,5,47,1
1977,5,6,10,45,3
1978,5,9,8,49,1
1979,8,10,10,50,2
1980,10,8,13,48,1
1981,7,10,12,50,1
1982,8,10,16,44,2
1983,7,11,9,49,4
1984,7,11,14,44,5
1985,9,14,14,43,4
1986,8,13,20,37,6
1987,6,14,21,38,5
1988,5,12,29,33,7
1989,7,12,27,34,6
1990,7,17,27,33,6
1991,13,23,18,31,4
1992,11,19,22,35,7
1993,12,22,20,34,6
1994,16,21,21,35,6
1995,13,25,20,34,7
1996,16,26,16,34,7
1997,17,27,19,32,6
1998,20,21,22,28,9
1999,18,25,26,24,8
2000,20,31,24,15,11
2001,20,32,25,13,13
2002,27,30,24,10,12
2003,30,28,21,9,14
2004,25,32,20,8,17
2005,29,33,14,8,17
2006,32,28,15,7,14
2007,30,24,20,4,13
2008,28,24,17,3,18
2009,22,22,22,3,20
2010,28,23,17,3,17
