LME,PERIOD,N,MIN,MAX,MED,MEAN,PERIOD_ANOM,PERIOD_N,PERIOD_MEAN,ANOM,YEAR
NEWFOUNDLAND_LABRADOR_SHELF,!Y_1996,2,0.2381831109523773,0.8171137571334839,0.5276484340429306,0.5276484340429306,!YEAR,17,0.8240644774600570,,1996
NEWFOUNDLAND_LABRADOR_SHELF,!Y_1997,10,0.2044632583856583,1.065102815628052,0.7591503858566284,0.6928117409348488,!YEAR,17,0.8240644774600570,-0.1312527365252082,1997
NEWFOUNDLAND_LABRADOR_SHELF,!Y_1998,12,0.4774831831455231,1.467757463455200,0.7581306099891663,0.8559825768073400,!YEAR,17,0.8240644774600570,0.03191809934728307,1998
NEWFOUNDLAND_LABRADOR_SHELF,!Y_1999,12,0.5188322663307190,1.423312425613403,0.8220378756523132,0.8502148588498434,!YEAR,17,0.8240644774600570,0.02615038138978643,1999
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2000,12,0.5117052793502808,1.419780254364014,0.8464740216732025,0.8524470627307892,!YEAR,17,0.8240644774600570,0.02838258527073223,2000
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2001,12,0.4610864818096161,1.306122422218323,0.8227839171886444,0.8191452349225680,!YEAR,17,0.8240644774600570,-0.004919242537488988,2001
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2002,12,0.4394161105155945,1.315512061119080,0.8255699872970581,0.8209941759705544,!YEAR,17,0.8240644774600570,-0.003070301489502603,2002
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2003,12,0.4091705977916718,1.586971282958984,0.7177253663539887,0.7854681288202604,!YEAR,17,0.8240644774600570,-0.03859634863979655,2003
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2004,12,0.3596149384975433,1.471482753753662,0.8414354026317596,0.8064682111144066,!YEAR,17,0.8240644774600570,-0.01759626634565037,2004
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2005,12,0.3920491933822632,1.244648218154907,0.8314893543720245,0.7865879759192467,!YEAR,17,0.8240644774600570,-0.03747650154081028,2005
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2006,12,0.3607420623302460,1.930615186691284,0.8575201034545898,0.8816069290041924,!YEAR,17,0.8240644774600570,0.05754245154413540,2006
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2007,12,0.3574982285499573,1.318231463432312,0.8134521543979645,0.7794548099239668,!YEAR,17,0.8240644774600570,-0.04460966753609019,2007
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2008,12,0.4135197401046753,1.388375043869019,0.8909049928188324,0.8027507985631625,!YEAR,17,0.8240644774600570,-0.02131367889689451,2008
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2009,12,0.3981256186962128,1.309996962547302,0.8417265117168427,0.8516757140556971,!YEAR,17,0.8240644774600570,0.02761123659564013,2009
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2010,12,0.4569474160671234,1.483767151832581,0.9259646534919739,0.9161422277490298,!YEAR,17,0.8240644774600570,0.09207775028897280,2010
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2011,12,0.5077082514762878,1.285420060157776,0.8127838075160980,0.8268129924933115,!YEAR,17,0.8240644774600570,0.002748515033254573,2011
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2012,12,0.4276792705059052,1.289075374603272,0.7965344786643982,0.7845502148071925,!YEAR,17,0.8240644774600570,-0.03951426265286451,2012
NEWFOUNDLAND_LABRADOR_SHELF,!Y_2013,6,0.5312459468841553,1.304692029953003,0.8420810699462891,0.8959824641545614,!YEAR,17,0.8240644774600570,0.07191798669450444,2013
