Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,2,11,0
1951,0,0,3,12,0
1952,0,0,2,20,0
1953,0,0,2,19,0
1954,0,0,4,18,0
1955,0,0,4,20,0
1956,0,0,4,19,0
1957,0,0,7,15,0
1958,0,0,5,19,0
1959,0,0,4,20,0
1960,0,0,5,20,0
1961,0,0,4,21,0
1962,0,0,6,18,0
1963,0,0,4,21,0
1964,0,0,8,17,0
1965,0,1,6,20,0
1966,0,2,7,17,0
1967,0,1,10,15,0
1968,0,2,9,17,0
1969,1,1,8,16,0
1970,0,1,6,21,1
1971,0,3,4,21,1
1972,0,2,5,20,1
1973,0,4,2,20,1
1974,0,4,4,23,1
1975,0,6,2,23,1
1976,1,5,4,21,1
1977,1,4,8,20,1
1978,2,4,9,18,1
1979,4,3,5,20,1
1980,4,3,8,18,1
1981,3,2,8,18,1
1982,3,3,9,19,1
1983,3,3,9,18,2
1984,1,4,8,19,3
1985,1,5,12,13,3
1986,1,5,14,12,3
1987,1,4,16,11,2
1988,1,4,17,11,2
1989,2,6,12,15,3
1990,2,4,14,15,3
1991,1,6,11,18,4
1992,5,7,10,15,1
1993,4,8,11,13,2
1994,4,7,14,13,2
1995,3,7,15,10,4
1996,4,7,15,12,2
1997,6,5,13,11,2
1998,6,8,10,11,3
1999,6,9,12,8,3
2000,4,7,18,8,4
2001,5,6,17,9,4
2002,8,7,17,8,1
2003,6,7,17,7,4
2004,5,9,18,6,5
2005,5,8,17,6,6
2006,5,9,15,6,7
2007,3,12,9,6,8
2008,4,13,7,6,8
2009,4,14,6,6,8
2010,5,13,6,6,8
