Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,1,12,0
1951,0,0,1,13,0
1952,0,0,1,22,0
1953,0,0,1,22,0
1954,0,0,2,22,0
1955,0,0,1,24,0
1956,0,0,2,23,0
1957,0,0,2,22,0
1958,0,0,2,24,0
1959,0,0,2,22,0
1960,0,0,1,26,0
1961,0,0,2,24,0
1962,0,0,4,22,0
1963,0,0,2,23,0
1964,0,0,7,21,0
1965,0,0,7,24,0
1966,0,0,10,20,0
1967,0,0,9,21,0
1968,0,0,11,21,0
1969,0,0,11,19,0
1970,0,1,6,25,0
1971,0,2,7,24,0
1972,1,0,7,24,0
1973,1,2,4,25,0
1974,0,2,6,27,0
1975,0,4,6,25,0
1976,1,3,6,26,0
1977,0,3,13,24,0
1978,3,5,9,23,0
1979,5,4,5,22,0
1980,3,5,11,18,0
1981,3,5,12,16,0
1982,4,5,11,19,0
1983,4,6,11,19,0
1984,2,5,11,19,1
1985,4,5,15,14,1
1986,2,8,14,14,1
1987,2,6,19,12,1
1988,2,6,19,12,1
1989,5,6,17,13,1
1990,5,6,20,11,1
1991,4,7,19,12,2
1992,5,11,14,12,2
1993,3,14,15,10,2
1994,5,12,17,10,1
1995,4,7,20,11,3
1996,6,10,18,9,3
1997,9,10,15,10,2
1998,10,13,13,8,1
1999,9,15,12,7,2
2000,10,13,18,4,2
2001,8,12,18,5,4
2002,12,11,18,4,0
2003,11,12,18,4,1
2004,7,12,18,4,6
2005,13,11,15,5,3
2006,7,12,18,2,8
2007,4,16,12,2,10
2008,6,17,10,2,9
2009,6,17,12,2,7
2010,5,18,10,2,9
