Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,1,0
1951,0,0,0,2,0
1952,0,0,1,1,0
1953,0,0,1,1,0
1954,0,0,1,1,0
1955,0,1,0,1,0
1956,1,0,0,1,0
1957,1,0,0,1,0
1958,0,1,0,1,0
1959,0,1,0,1,0
1960,0,0,1,1,0
1961,0,1,0,1,0
1962,0,1,0,1,0
1963,0,1,0,1,0
1964,0,1,0,1,0
1965,0,1,0,1,0
1966,0,1,0,1,0
1967,0,1,0,1,0
1968,0,1,0,1,0
1969,0,1,0,1,0
1970,0,1,0,1,0
1971,0,1,0,1,0
1972,0,1,0,1,0
1973,0,1,0,1,0
1974,1,0,0,0,0
1975,1,0,0,0,0
1976,0,1,0,1,0
1977,1,0,0,1,0
1978,1,0,0,1,0
1979,1,0,0,1,0
1980,1,0,0,1,0
1981,1,0,0,1,0
1982,0,1,1,0,0
1983,1,0,1,0,0
1984,0,0,1,0,0
1985,0,0,1,0,0
1986,1,1,0,0,0
1987,1,1,0,0,0
1988,0,2,0,0,0
1989,0,1,1,0,0
1990,0,1,1,0,0
1991,0,1,1,0,0
1992,0,1,1,0,0
1993,1,0,1,0,0
1994,0,1,0,0,0
1995,0,1,0,0,0
1996,0,1,0,0,0
1997,0,1,0,0,0
1998,0,1,0,0,0
1999,1,0,1,0,0
2000,1,0,1,0,0
2001,1,0,1,0,0
2002,0,0,1,0,0
2003,0,1,0,0,0
2004,0,1,0,0,0
2005,0,1,0,0,0
2006,1,1,0,0,0
2007,1,1,0,0,0
2008,1,1,0,0,0
2009,1,1,0,0,0
2010,1,1,0,0,0
