Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,49,0
1951,0,0,1,56,0
1952,0,0,2,58,0
1953,0,0,2,59,0
1954,0,0,2,60,0
1955,0,0,2,61,0
1956,0,0,2,62,0
1957,0,0,3,61,0
1958,0,0,2,62,0
1959,0,0,3,60,0
1960,0,0,2,62,0
1961,0,0,3,63,0
1962,0,0,4,62,0
1963,0,0,4,62,0
1964,0,1,2,63,0
1965,1,1,1,64,0
1966,1,1,2,63,0
1967,1,1,3,62,0
1968,1,1,3,62,0
1969,1,1,2,63,0
1970,1,1,2,64,0
1971,1,1,4,61,0
1972,1,1,4,61,0
1973,1,1,5,60,0
1974,1,1,2,65,0
1975,1,1,0,81,0
1976,1,1,4,76,0
1977,1,1,5,75,0
1978,1,1,6,75,0
1979,0,2,4,76,1
1980,1,2,6,74,0
1981,1,1,6,75,0
1982,2,2,5,74,0
1983,2,5,3,73,0
1984,2,4,5,71,0
1985,2,5,3,72,0
1986,1,4,6,70,1
1987,0,2,10,68,2
1988,0,3,10,68,2
1989,0,3,23,56,2
1990,0,3,22,57,2
1991,0,4,25,53,2
1992,2,5,25,51,1
1993,2,7,26,48,1
1994,2,8,27,48,0
1995,1,7,31,45,1
1996,5,7,29,44,0
1997,3,9,29,43,1
1998,8,3,31,41,1
1999,8,11,36,18,0
2000,7,13,34,20,1
2001,8,13,43,18,1
2002,8,11,40,15,1
2003,9,11,39,15,1
2004,9,14,39,15,1
2005,11,11,43,13,1
2006,11,12,41,13,2
2007,10,16,34,12,3
2008,11,16,34,12,2
2009,12,13,36,12,2
2010,12,14,34,12,3
