Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,28,50,0
1951,0,0,30,50,0
1952,0,7,25,48,0
1953,0,11,18,52,0
1954,1,17,11,53,0
1955,0,19,18,55,0
1956,0,19,19,60,0
1957,0,20,20,58,0
1958,1,18,20,69,0
1959,0,18,22,64,1
1960,0,19,29,56,1
1961,1,14,32,60,1
1962,1,15,30,60,1
1963,0,19,26,66,1
1964,0,27,18,64,1
1965,0,26,24,61,1
1966,1,21,30,59,1
1967,2,22,32,55,1
1968,2,24,34,53,1
1969,2,24,35,52,1
1970,4,26,37,55,1
1971,5,24,40,52,2
1972,5,32,33,51,2
1973,6,25,48,44,2
1974,7,31,39,44,2
1975,5,30,42,43,4
1976,6,35,37,43,4
1977,14,37,27,42,3
1978,14,36,28,43,2
1979,16,40,20,44,4
1980,15,44,17,45,3
1981,18,41,19,43,3
1982,15,42,21,41,4
1983,16,41,23,40,2
1984,17,41,24,35,4
1985,19,40,26,35,3
1986,17,42,22,34,4
1987,19,40,18,36,5
1988,20,41,21,32,5
1989,26,41,18,34,4
1990,27,40,17,34,4
1991,23,35,27,30,6
1992,23,39,25,28,7
1993,25,37,26,28,6
1994,23,39,28,26,7
1995,27,33,32,26,8
1996,26,38,29,23,8
1997,24,39,28,26,8
1998,23,36,38,18,10
1999,21,36,38,15,14
2000,20,41,28,20,17
2001,24,41,25,20,16
2002,23,44,25,18,14
2003,32,41,20,18,15
2004,32,46,13,20,14
2005,28,39,16,18,14
2006,23,32,29,9,17
2007,19,20,26,8,16
2008,23,21,24,8,13
2009,25,25,18,8,14
2010,24,25,17,8,16
