Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,16,48,0
1951,0,0,20,44,0
1952,0,2,15,48,0
1953,0,4,13,49,0
1954,0,10,7,50,0
1955,0,7,13,49,0
1956,0,7,14,52,0
1957,0,8,13,52,0
1958,0,8,12,54,0
1959,0,8,18,48,0
1960,0,11,16,46,0
1961,0,8,18,49,0
1962,0,9,19,47,0
1963,0,9,18,50,0
1964,0,14,12,51,0
1965,0,14,21,50,0
1966,0,12,26,47,0
1967,1,10,27,47,0
1968,0,13,25,47,0
1969,1,12,30,42,0
1970,1,16,31,47,0
1971,1,18,28,48,0
1972,1,21,29,44,0
1973,2,16,40,39,0
1974,3,22,29,44,0
1975,4,17,33,44,1
1976,4,19,34,41,1
1977,4,29,17,47,2
1978,3,26,23,45,2
1979,6,20,28,44,2
1980,5,25,24,43,3
1981,6,25,22,43,3
1982,7,26,21,41,3
1983,7,25,26,37,3
1984,8,24,28,36,3
1985,9,25,25,38,3
1986,8,26,25,37,3
1987,6,31,22,34,4
1988,9,28,24,33,3
1989,8,30,27,29,3
1990,10,27,28,28,3
1991,8,28,28,28,4
1992,9,26,32,25,4
1993,10,28,31,23,4
1994,12,27,29,26,4
1995,14,24,34,24,5
1996,9,29,30,20,4
1997,12,29,16,31,3
1998,11,27,25,24,4
1999,11,29,23,25,6
2000,11,29,23,27,5
2001,13,32,18,27,5
2002,11,32,22,23,6
2003,14,30,26,18,9
2004,16,28,23,20,10
2005,18,24,26,19,9
2006,15,21,32,14,10
2007,11,14,30,12,13
2008,13,17,26,11,11
2009,13,14,28,11,12
2010,12,13,29,11,12
