Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,5,22,0
1951,0,0,5,23,0
1952,0,0,6,22,0
1953,0,0,3,24,0
1954,0,0,6,21,0
1955,0,0,8,19,0
1956,0,1,7,19,0
1957,0,1,3,23,0
1958,0,1,8,23,0
1959,1,0,10,21,0
1960,1,1,9,21,0
1961,0,1,6,24,0
1962,1,1,6,24,0
1963,1,0,8,20,0
1964,1,1,8,19,0
1965,1,1,14,15,0
1966,0,2,10,18,0
1967,0,3,11,16,0
1968,3,6,6,17,0
1969,4,4,10,16,0
1970,2,4,10,19,1
1971,7,2,6,19,0
1972,8,3,8,17,0
1973,9,4,7,16,0
1974,7,5,8,16,0
1975,9,3,8,16,0
1976,10,3,8,15,0
1977,8,2,8,16,1
1978,10,1,9,20,0
1979,7,3,14,14,0
1980,10,5,11,14,0
1981,8,7,11,12,0
1982,11,9,7,12,0
1983,11,6,10,13,0
1984,9,7,10,11,0
1985,9,11,6,13,0
1986,13,6,10,10,0
1987,11,10,9,9,0
1988,12,9,8,8,0
1989,12,10,4,12,1
1990,12,9,6,10,2
1991,10,10,5,11,2
1992,12,10,5,10,2
1993,12,9,7,9,2
1994,14,7,7,9,2
1995,13,10,7,8,1
1996,13,8,8,9,1
1997,15,10,6,8,1
1998,16,7,9,7,1
1999,11,7,11,9,5
2000,15,5,14,8,4
2001,15,8,12,7,3
2002,16,11,7,8,3
2003,17,8,12,6,2
2004,17,9,13,5,1
2005,18,8,10,5,3
2006,14,9,11,6,4
2007,14,8,10,6,3
2008,14,9,9,6,3
2009,17,5,12,5,2
2010,15,4,13,5,3
