Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,45,0
1951,0,0,0,57,0
1952,0,0,0,60,0
1953,0,0,0,63,0
1954,0,0,0,63,0
1955,0,0,1,63,0
1956,0,0,1,64,0
1957,0,0,1,64,0
1958,0,0,1,64,0
1959,0,0,1,64,0
1960,0,0,1,64,0
1961,0,0,3,63,0
1962,0,0,3,63,0
1963,0,0,3,64,0
1964,0,1,2,63,0
1965,0,1,2,63,0
1966,0,1,2,62,0
1967,0,1,2,64,0
1968,0,1,2,62,0
1969,0,1,3,61,0
1970,0,1,3,61,0
1971,0,1,2,65,0
1972,0,1,2,63,0
1973,0,1,3,61,0
1974,0,1,3,64,0
1975,0,2,2,68,0
1976,2,0,2,68,0
1977,1,1,19,76,0
1978,1,3,21,72,0
1979,1,2,26,70,0
1980,1,3,20,73,0
1981,1,4,21,71,0
1982,1,4,24,67,0
1983,2,9,25,60,0
1984,3,8,21,65,0
1985,5,7,24,61,0
1986,6,7,23,60,0
1987,5,6,28,58,0
1988,4,8,28,55,0
1989,3,7,37,49,0
1990,4,10,34,50,0
1991,4,7,40,46,1
1992,5,5,45,42,1
1993,7,6,49,35,1
1994,5,7,50,33,1
1995,6,7,53,30,1
1996,6,9,54,28,1
1997,5,9,57,26,1
1998,5,11,58,22,2
1999,14,11,28,25,3
2000,16,10,33,21,1
2001,22,12,38,16,5
2002,6,9,37,16,3
2003,6,7,40,15,3
2004,5,8,43,13,6
2005,7,8,41,12,6
2006,9,8,39,12,7
2007,10,11,36,9,6
2008,10,13,37,8,4
2009,11,15,34,8,5
2010,10,14,36,8,4
