Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,3,23,0
1951,0,0,2,25,0
1952,0,0,4,24,0
1953,0,0,5,24,0
1954,0,1,3,25,0
1955,0,0,4,25,0
1956,0,0,6,26,0
1957,0,1,5,27,0
1958,0,2,6,28,0
1959,0,2,6,30,0
1960,0,3,6,31,0
1961,0,3,6,29,0
1962,1,2,6,30,0
1963,0,3,8,32,0
1964,1,1,8,38,0
1965,0,3,7,40,0
1966,1,4,9,42,0
1967,5,4,16,32,0
1968,6,3,14,33,0
1969,6,6,7,37,0
1970,12,4,4,34,1
1971,12,4,5,35,1
1972,11,5,4,33,0
1973,12,3,7,31,0
1974,13,5,6,32,1
1975,14,4,5,36,1
1976,14,7,1,37,1
1977,13,3,8,36,1
1978,16,5,9,35,0
1979,17,5,7,36,1
1980,15,7,7,32,1
1981,16,7,4,38,1
1982,14,9,10,31,1
1983,15,9,6,35,1
1984,16,9,3,35,1
1985,15,7,9,34,2
1986,14,12,8,34,2
1987,15,12,14,29,0
1988,16,10,16,23,1
1989,15,10,16,28,4
1990,19,11,12,29,3
1991,16,11,12,29,4
1992,20,8,16,28,3
1993,27,3,16,29,1
1994,18,9,17,25,4
1995,23,9,18,21,3
1996,27,8,17,20,1
1997,25,11,17,16,3
1998,24,10,19,14,5
1999,23,11,22,13,5
2000,29,11,21,9,2
2001,30,13,20,11,3
2002,28,11,16,13,6
2003,27,9,23,8,6
2004,27,12,23,8,7
2005,28,11,20,9,7
2006,23,11,24,8,9
2007,26,6,26,6,8
2008,24,7,28,5,8
2009,26,11,22,5,10
2010,27,9,23,5,10
